[Species]	[Gender]	[Name]	[Surname]	[ID]	[Birthday]	[Birthplace]	[Job]	[Orientation]	[Role]	[Pose]	[Height/Length (cm)]	[Weight/Mass (Kg)]	[Penis/Vulva Max Size (cm)]	[Font Color]	[English/Japanese Voice]	[Characteristic]	[MBTI]	[Loves]	[Hates]	[Description]	[HP]	[AT]	[DF]	[SA]	[SD]	[SP]	[Level]	[Type]	[Hidden Power]	[Nature]	[Items]	[Moves]	[Finisher]	[Ability]	[Rare Quality]	[Enlightenment]	[Strength]	[Weakness]	[Connections]
Pichu Pikachu Raichu	Male	Adam	Eden	H48239801	28/08/1970	WOD, USA, California, Los Angeles	Eden Leader	Hetero	Switch	Top	86	32	26	Futura #f2ca0a	Max Mittelman/Makoto Furukawa-	Likes to run	ENFJ	Rescue Teams, Starters, Cats	His field where he grows his worries is barren.		65	85	45	105	95	115	80	Electric Psychic	Fighting	Hasty	Glory Band: Enhanced Twist Band that prevents all stats from lowering.  ~ Pikanium Z: Turns Volt Tackle into Catastropika ~ Rescue Toolbox: Allows Teams to hold more than 3 items	Volt Tackle (120/AT/Electric) 33% recoil, 10% Paralysis chance ~ Double Team (Normal) +1 EV ~ Volt Switch (70/SA/Electric) Switches places with teammate ~ Charge (Electric) +1 SD, next Electric move does 2x damage	Zettahertz Missile (700/AT/Electric) 1 turn charge, Causes Paralysis to user	Lightning Rod: Absorbs all Electric moves to gain +1 SA	Sales Pitch: The team can sell items at higher price.	United We Stand: Activates all teammates's Enlightenments	You won't feel your body after one of his Z-Moves or Finishers. And if you can still feel it, his teammates will make sure.	It's just a Raichu, right? ...right?	Wife: Eve Eden ~ Friend: Awan Eden
Pidove Tranquill Unfeazant	Male			P43840600	05/11/1979																								Psychic	Naive	Safety Goggles: Grants immunity to weather and powders				Food Finder: Tiny Apples spawn much more often.	None			
Pikipek Trumbeak Toucannon	Female			P60248689	25/10/1991																								Fire	Bold	Ability Capsule (3): Swaps Ability				Riled Up: Boosts AT and SA once when hit by an enemy.	None			
Piplup Prinplup Empoleon	Male			P93103200	27/07/1976																								Fighting	Adamant	Blue Flute: Cures Sleep				Tight Formation: The more team members, the lower the damage from wide-ranging moves.	None			
Plusle	Female			P53911830	14/08/1983																								Dark	Timid	Electric Seed: +1 DF in Electric Terrain	Helping Hand			Sales Pitch: The team can sell items at higher price.	None			
Popplio Brionne Primarina	Female	Cefca	Pagliaccio	H74778800	27/10/1997	WOD, Spain, Catalunya, Montmeló	Teacher in the Seashell Conservatoire	Bi	Switch	Bottom	179	43	87	Waltograph #547fec	Susan Calloway/Mika Nakashima	Mischievous	ESFP	Dragons, Sex, Children	Only very small and trivial things.	Black beads, stars and fins, blue eyes and nose. 	70	74	74	126	116	90	84	Water Fairy	Psychic	Jolly	Hair Beads: All Infatuated foes don't recover. ~ Primarium Z: Turns Sparkling Aria into Oceanic Operetta	Hyper Voice (90/SA/Normal) ~ Moonblast (95/SA/Fairy) 30% Chance -1 SA to foe ~ Sparkling Aria (90/SA/Water) Hits all foes, cures Burn ~ Scald (80/SA/Water) Burns foe, cures Frozen	Dicepocalypse (Normal) Uses random Finisher	Fluid Voice: All sound moves become Water Type	Heartstrings: If a teammate's connection faints, they get an extra Finisher.	Regik: Refills and doubles HP stat, completely random effect every turn.	Her Regik makes her fighting style completely unpredictable...	...But can backfire pretty hard.	Non-Consensual Sex Slaves: Nirvana Moksha, Matilde Quemar, Flaros Overfield ~ Adorb Seal: Elton Armada
Popplio Brionne Primarina	Male	Elton	Armada	P85346059	09/02/2005	WOL, Fire Continent	Student in the Seashell Conservatoire	Bi	Sub	Bottom	183	49	47	Trask's Hand #e31cef	Chris Rickabaugh/Ayumu Murase	Highly curious	ISFP	Cefca, Music, His Fur	Seriousness, Working, Long Dates		90	74	74	126	116	70	19	Water Fairy	Poison	Quirky	Nylon Guitar: 1% chance of causing Deaf. ~ Everstone: Prevents evolving ~ Eviolite: +1 DF and SD if holder can evolve	Hydro Pump (110/SA/Water) ~ Moonblast (95/SA/Fairy) 30% Chance -1 SA to foe ~ Rest (Psychic) Sleep 2 turns, heals 100% HP and cures all status conditions ~ Sleep Talk (Normal) Requires Sleep, uses random move	None	Fluid Voice: All sound moves become Water Type	Leave Half: A Big Apple, Perfect Apple, Max Elixir, or Reviver Seed leave behind an Apple, Max Ether, or Tiny Reviver Seed when used. 	None	Um... he has a nice guitar.	Outright refuses to evolve.	Milf: Cefca Pagliaccio
Purrloin Liepard	Female			P21603781	17/07/2003																								Flying	Lax	Jemmy Ring: Holds Keys and Picks				Leave Half: A Big Apple, Perfect Apple, Max Elixir, or Reviver Seed leave behind an Apple, Max Ether, or Tiny Reviver Seed when used. 	None			
Ralts Kirlia Gallade	Male			P91404468	24/01/1970																								Fire	Docile	Persim Band: Prevents Confusion				Brawl: Teammates get a bit stronger when there are many foes.	Megaevolution: Form Change Enlightenment			
Ralts Kirlia Gardevoir	Female			P44068063	05/07/1988																								Water	Serious	Gardevoirite: Triggers Megaevolution				PP Siphon: Drains PP from an enemy.	Megaevolution: Form Change Enlightenment			
Rayquaza	Female	Ziz	Mikado	P74498264	??/??/????	WOL, Mystery Continent	Unknown	Unknown	Dom	Switch	841	238	???	Bennington #3dae37	Dorothy Fahn/Yoshino Otori	Likes to trash about	ENTJ	Nothing	Everything		110	150	90	150	90	90	91	Dragon Flying	Dark	Serious	Green Orb: Grants Mega Evolution ~ Sky Melodica: +3 AC if held by Rayquaza	Dragon Ascent (120/AT/Flying) -1 DF and SD ~ Dragon Dance (Dragon) +1 AT and SP ~ Extreme Speed (80/AT/Normal) +2 Priority ~ V-Create (180/AT/Fire) -1 DF and SD	Whirlwind Typhoon (200/???/???) Type change from weather and field, coin toss between AT and SA	Air Lock: Disables weather	Squeeze Out: The whole team can squeeze extra PP once per battle.	Megaevolution: Form Change Enlightenment	Unfair moves, unfair stats, unfair skills, she's a living menace that requires AT LEAST two people to counter.	Using her immense power against herself is usually the best way to defeat her.	Hates pretty much everything and everyone.
Reshiram	Female	Shiro	Ryuumouto	P30298868	22/09/1575	WOL, Mystery Continent	Mystery Continent Guard Leader	Hetero	Sub	Bottom	286	299	114	Benguiat Sans #ccbebd	Allegra Clark/Mie Sonozaki	Thoroughly cunning	INTJ	Humans, Zekroms, Puzzles	Organizations, Lies, Cowards	Claws, rings, and other metallic parts are red.	100	120	100	150	120	90	98	Dragon Fire	Fire	Quiet	Focus Sash: Resists OHKO's with 1 HP left. ~ Light Stone: Reverts Reshiram to Light Orb, making it unable to move, but immune to damage	Fusion Flare: (100/SA/Fire) 2x power if used with Fusion Bolt ~ Blue Flare (130/SA/Fire) 20% Burn Chance, might miss ~ Draco Meteor (130/SA/Dragon) -2 SA ~ Roost (Flying) Heals 50% HP	Scorching Howl (200/SA/Fire) 1 turn charge, lasts 5 turns	Turboblaze: All Moves and their effects ignore foe's ability.	Yang: Doubles nearby Zekrom's speed	Overdrive: Form Change Enlightenment	Completely walls other Fire types, unstoppable with a trainer, or Kuro.	Kyurem, doesn't handle status conditions well.	Brother: Kuro Ryuuniki
Riolu Lucario	Male	Vega	Chronos	H11944075	30/10/1984	WOD, Canada, Britcol, Vancouver	Chronos Leader	Hetero	Dom	Top	164	66	50	Rialto Ant'd #0c14d2	Kyle Hebert/Hiroki Takahashi	Often lost in thought	ENTP	Guilds, Justice, Exploration	Outlaws, Sadism, Tensei's		70	150	75	150	75	130	75	Dragon Fighting Steel	Fire	Lax	United Scarf: Enhanced Coalition Scarf that boosts team attacks. ~ Lucarionite: Triggers Megaevolution ~ Treasure Bag: Allows Teams to hold more than 3 items	Power-Up Punch (40/AT/Fighting) +1 AT ~ Aura Sphere (80/SA/Fighting) Never misses ~ Focus Punch (150/AT/Fighting) Fails if user is hit ~ Final Gambit (Fighting) Does damage equal to HP, user faints	Star Sword (100/AT/Normal) Requires Star Shield in same turn, +3 AT and SA	Inner Focus: Immune to flinch	Army Of Two: If there's only one teammate, that teammate gets a big stat boost.	Megaevolution: Form Change Enlightenment	Nearly unstoppable with a good support teammate, his training with Codd gave him a fist that knows very few equals.	Not the highest level, and quite lazy.	Wife: Lyra Chronos ~ Friends: Sirius Chronos, Betelgeuse Chronos, Codd Branford
Riolu Lucario	Male			P60858472	25/04/1988																								Electric	Careful	Protective Pads: Nullifies contact debuffs ~ Steelium Z: Turns a Steel move into Corkscrew Crash				Rapid Bull's Eyes: Moves that hit multiple times will never miss. 	Megaevolution: Form Change Enlightenment			
Rockruff Lycanroc	Female			P39870140	19/10/1981																								Ghost	Hasty	Yellow Flute: Cures Confusion	Accelerock ~ Stone Edge			Notorious Restoration: Items restore more HP and Belly.	None			
Rockruff Lycanroc	Male			H83359197	24/09/1979																								Steel	Mild	Lycanium Z: Turns Stone Edge into Splintered Stormshards				Link Boost: The power of linked moves is boosted.	None			
Rowlet Dartrix Decidueye	Male			P56327696	19/07/1978																								Rock	Adamant	Decidium Z: Turns Spirit Shackle into Sinister Arrow Raid	Spirit Shackle			Lonely Courage: When a Pokémon has no nearby teammates, it gets very strong.	None			
Rufflet Braviary	Male	Niko	Harmonia	H52755645	01/12/1976																								Dragon	Naive	Bottle Caps (15): Temporarily maxes out Iv's and Ev's of one stat ~ Flynium Z: Turns a Flying move into Supersonic Skystrike				Riled Up: Boosts AT and SA once when hit by an enemy.	None			
Sableye	Male			P74162161	01/07/2009		Butler																						Electric	Modest	Gem Case: Holds one-time type boosting Gems ~ Light Clay: Barriers don't expire ~ Weakness Policy: +2 AT and SA if holder is hit by a Super Effective move				Notorious Healing: The rate at which HP restores naturally is sped up. 	Megaevolution: Form Change Enlightenment			
Salandit Salazzle	Female			P71035848	20/08/1987																								Steel	Mild	Carubyncle: Red gem slotted in her back, grants eternal youth. 				Forge a Path: Consumes Belly to break down walls.	None			
Sandile Krokorok Krookodile	Male			H18637555	29/03/1997																								Psychic	Careful	Sticky Barb: Damages the holder				Food Finder: Tiny Apples spawn much more often.	None			
Sandshrew Sandslash	Female	Kenkyo	Kaze	P38673020	20/03/1997	WOL, Sand Continent	Sand Continent Guard	Hetero	Switch	Bottom	105	46	25	Diavlo #259dc0	Julia McIlvaine/Hitomi Nabatame	Good endurance	ISFJ	Sandslashes, Sleeping, Fighting	Her quills and how they prevent her from sleeping.		75	100	110	45	55	65	24	Ground Steel	Normal	Impish	Bond Ring: Doubles HP of another Pokemon holding Bond Ring.	Earthquake: (100/AT/Ground) 2X damage on digging foes ~ Knock Off (65/Dark/AT) 1.5x damage if foe has item, removes item ~ Rapid Spin (20/AT/Normal) Removes stage hazards, binding, and seeds ~ Stealth Rock (Rock) Deals damage on switch in	None	Sand Rush: 2X SP in Sandstorms	Bargain: Items can be bought at a lower price from shops in dungeons. 	None	Loves fighting, and will be a great arm in any team.	Can't use her quills to defend herself efficiently.	Husband: Hokori Kaze
Sandshrew Sandslash (Alola)	Male	Hokori	Kaze	P13356248	04/03/1999	WOL, Sand Continent	Sand Continent Guard	Hetero	Switch	Top	134	60	23	Dekar #c0b025	John Snyder/Daisuke Ono	Good perseverance	ISTJ	Sandslashes, Eating, Humans	That he likes eating and how he gets too fat.		75	100	120	25	65	65	26	Ice Steel	Normal	Impish	Bond Ring: Doubles HP of another Pokemon holding Bond Ring.	Swords Dance: (Normal) +2 AT ~ Knock Off (65/Dark/AT) 1.5x damage if foe has item, removes item ~ Icicle Crash (85/AT/Ice) 30% Flinch Change ~ Iron Head (80/AT/Steel) 30% Flinch Chance	None	Slush Rush: 2X SP in Hails	Bargain: Items can be bought at a lower price from shops in dungeons. 	None	Loves fighting, and will be a great arm in any team.	Can't use his quills to defend herself efficiently.	Wife: Kenkyo Kaze
Scraggy Scrafty	Male			P12125803	08/06/1976																								Dragon	Hardy	Amulet Coin: 2X Poke'	Facade			Notorious Healing: The rate at which HP restores naturally is sped up. 	None			
Sentret Furret	Female			P79916007	28/02/1986																								Psychic	Relaxed	Fluffy Tail: Distracts Pokemon				Thrown Item Boost: Items thrown from the team are uncatchable and do increased damage.	None			
Seviper	Male			P50282773	07/02/1980																								Rock	Naughty	Binding Band: Increases trap damage	Poison Tail			Leap Ahead: Pokemon behind the leader can leap ahead, use a short range move, and hop back behind in one turn.	None			
Sewaddle Swadloon Leavanny	Female			P32247060	24/06/1988																								Bug	Calm	Focus Sash: Resists OHKO's with 1 HP left.				Recoil Boost: Moves that recoil do 2X damage.	None			
Shaymin	Male			P25895495	24/08/1989																								Grass	Lax	Mental Herb: Immune to Infatuation ~ Sky Gift Wrapper: Creates Sky Gift Boxes, which spawn rare items, but only when gifted to a close friend ~ Gracidea: Triggers Sky Forme				Narrow Focus: Moves used in corridors will never miss. 	Sky Forme: Form Change Enlightenment			
Shinx Luxio Luxray	Female	Sirius	Chronos	P16677907	26/11/1989	WOL, Grass Continent	Chronos Officer	Hetero	Sub	Bottom	120	35	42	Garamond #093585	Cassandra Lee Morris/Ayana Taketatsu	Likes to trash about	ENFP	Exploration, Chronos, Humans	Expensive Items, Darkness, Fainting		79	120	79	100	79	80	71	Electric	Normal	Brave	United Scarf: Enhanced Coalition Scarf that boosts team attacks. ~ Counterfeit Scanner: Lookalike Items glow ~ Treasure Bag: Allows Teams to hold more than 3 items	Wild Charge (90/AT/Electric) 25% recoil ~ Volt Switch (70/SA/Electric) Switches with teammate ~ Thunder (110/SA/Electric) Can't miss in the rain ~ Flash (Normal) -1 AC to foe	Stun Grenade (100/SA/Electric) Causes Paralysis and Confusion to all foes	Guts: +1 AT if hit by status condition, immune to Burn	Synced Breathing: Teammates Crit more often the bigger the team is.	None	Strategic mastermind, her IQ allows her to come up with brilliant checkmates.	Requires someone to keep her safe while she thinks...	Friends: Lyra Chronos, Vega Chronos, Betelgeuse Chronos
Shinx Luxio Luxray	Male			P49687393	30/01/1973																								Bug	Modest	Electrium Z: Turns an Electric move into Gigavolt Havoc ~ X-Ray Specs: Lost Pokemon, Teammates, and Items glow through walls.				Forge a Path: Consumes Belly to break down walls.	None			
Shroomish Breloom	Male			H77646414	17/02/1981																								Flying	Lax	Scope Lens: +1 Crit Chance	Mach Punch			XP Boost: Grants additional XP to the team when a foe is defeated.	None			
Skarmory	Male			P90251952	10/10/2004																								Ground	Bashful	Choice Band: +1 AT, but can only use one move ~ Metal Coat: Boosts Steel moves	Steel Wing			Link Boost: The power of linked moves is boosted.	None			
Skitty Delcatty	Female	Mocha	Otonanou	H50828121	08/03/2002	WOD, Japan, Kyushu, Nagasaki	Classified Package Delivery	Hetero	Sub	Bottom	99	27	40	Vibur #f80ea7	Ari Ozawa/Bonnie Gordon	Highly curious	INFP	Sex, Her Job, Sleeping	Fighting, Milk, Flygons		70	70	70	96	69	88	11	Normal 	Fairy	Gentle	Soothe Bell: Makes Humans friendly	Calm Mind (Psychic) +1 SA and SD ~ Baton Pass (Normal) Switches with teammate, passes stats changes and effects ~ Psych Up (Normal) Copies foe's stat changes ~ Attract (Normal) Causes Infatuation to opposite gender	None	Wonder Skin: Dodges status moves 50% of the time	Shared Happiness: If a teammate's status condition is healed, it also heals the whole team's status conditions.	None	Brilliant sabotager, can take the foe's strengths and turn them into her team's.	Can't attack at all.	Rival: Doreikun Furai
Skitty Delcatty	Female	Eve	Eden	P40918855	11/04/1971	WOL, Air Continent	Eden Vice-Leader	Hetero	Switch	Bottom	109	31	32	Cambria #d5c496	Erica Mendez/Mariko Nagai	Nods off a lot	INTJ	Rescue Teams, Starters, Pichus	Being told what to do.		155	75	75	55	55	95	77	Normal	Normal	Lonely	Glory Band: Enhanced Twist Band that prevents all stats from lowering. ~ Gummi Case: Holds Gummies ~ Rescue Toolbox: Allows Teams to hold more than 3 items	Blizzard (110/SA/Ice) 10% Freeze chance, never misses in hail ~ Sucker Punch (70/AT/Dark) Fails if foe isn't attacking, +1 Priority ~ Solar Beam (120/SA/Grass) 1 turn charge, no charge and no missing in Sunlight ~ Last Resort (140/AT/Normal) Fails unless all other moves are used	Good Night (Normal) Causes Sleep to all foes	Normalize: All moves are Normal type	Sales Pitch: The team can sell items at higher price.	Divided They Fall: Disables all foes's Enlightenments	Bulkier than she looks, cunning and deceptive with her moves, also a great strategist.	Doesn't like to get her claws dirty...	Husband: Adam Eden ~ Friend: Awan Eden
Sneasel Weavile	Female			P84435224	26/09/2007																								Grass	Brave	Razor Claw: +3 Crit Chance if held by Weavile				Friendly: Foes have a chance of temporarily fighting for the team. Doesn't boost recruit chance.	None			
Snivy Servine Serperior	Female	Nirvana	Moksha	H11647112	17/12/1995	WOD, France, Sarthe, Le Mans	Student at Académie de Nantes	Hetero	Sub	Bottom	363	77	128	Adamantium #10bd4d	Hellena Taylor/Aya Hisakawa	Very finicky	ISFJ	Scarves. Giratinas, Dubstep	Human Weapons, Bullying, Pretzels	Black backside, stripes glow green, magenta eyes, pale green belly.	75	75	95	113	95	75	81	Grass Dragon	Fire	Careful	Griseous Pendant: A vine necklace with a Griesous Orb shard as trinket, slightly boosts Dragon and Ghost type moves. ~ Soccermom Scarf: It's a scarf. ~ Big Root: Increases HP draining from moves	Tera Drain: (80/SA/Grass) 80% health drain ~ Leaf Storm: (130/SA/Grass) -2 SA ~ Substitute: (Normal) Takes 1/4 HP to place a Substitute ~ Hidden Power: (70/SA/???)	Tsar Bomba (999/SA/Normal) User faints	Contrary: Stat changes have an opposite effect.	Squeeze Out: The whole team can squeeze extra PP once per battle.	Fallout: Any foe hit by Nirvana is poisoned, and cannot heal from poison.	Fallout and Devil's Advocate turn Nirvana into an untankable, radioactive menace.	Slow and frail, weak against other sweepers.	Friends: Matilde Quemar, Cefca Pagliaccio, Flaros Overfield
Snivy Servine Serperior	Female	Tsutami	Tengoku	P19246558	10/07/2005	WOL, Mist Continent	Tengoku Vice-Leader	Bi	Sub	Bottom	321	64	107	Libertinus Sans #67eb3a	Kayli Mills/Aki Toyosaki	Impetuous and silly	ENFJ	Samurotts, Post Town, Tengoku	Teams that don't help other Teams	Red eyes, more vibrant colors, shell behind her neck.	75	75	100	75	95	110	69	Grass	Poison	Quirky	Hope Cape: Enhanced Reunion Cape that allows teleportation ~ Miracle Seed: Boosts Grass moves ~ Adventure Backpack: Allows Teams to hold more than 3 items	Hurricane Blade: (25/AT/Grass) Hits 3 to 5 times ~ Safeguard: (Normal) Prevents conditions for 5 turns ~ Leaf Tornado (70/SA/Grass) 50% -1 AC to foe  ~ Grass Pledge (80/SA/Grass) Special effect when used with other pledges	Taiyouken (400/AT/Grass) 1 turn charge, +1 Priority	Overgrow: Boosts Grass moves in a pinch	Friendly: Foes have a chance of temporarily fighting for the team. Doesn't boost recruit chance.	Paradigm Shift: Can swap moves with teammates	Training with the Hurricane Blade gives her an edge in the offensive.	Not very effective without Dairou and Susanoo.	Husband: Dairou Tengoku ~ Son: Tsutarou Tengoku ~ Friends: Susanoo Tengoku, Nezumi Tengoku, Senpuu Tengoku
Snivy Servine Serperior	Male	Tsutarou	Tengoku	P84561931	11/09/2020	WOL, Mist Continent	Evolution Researcher	Bi	Dom	Switch	372	79	88	Libertinus Math #058005	Edward Bosco/Tatsuhisa Suzuki	Quick to flee	ESFJ	Studying, Traveling, Writing	Evolving Too Fast, His Voice, Violence		75	75	90	75	90	130	41	Grass	Ice	Mild	Pass Orb (85): Orbs that can be converted to Pass Powers from the Entralink	Leaf Storm (130/SA/Grass) -2 SA ~ Glare (Normal) Causes Paralysis ~ Grassy Terrain (Grass) 1.5x Grass damage, 7% HP heal each turn ~ Energy Ball (90/SA/Grass) 10% chance -1 SD to foe	None	Contrary: Stat changes have an opposite effect.	XP Boost: Grants additional XP to the team when a foe is defeated.	None	Smart and quick, can make you want to stop fighting him in seconds.	Not too interested in fighting, or even joining a team.	Mother: Tsutami Tengoku ~ Father: Dairou Tengoku
Solgaleo	Male	Lailona	Houkuu	P70104609	??/??/????	WOL, Mystery Continent	Ultra Wormhole Guard Leader	Hetero	Dom	Top	365	210	82	Rockwell #e8940f	Richard Epcar/Hidenari Ugaki	Takes plenty of siestas	ISTJ	Groudons, Necrozmas, Days	Lunalas, Space, Ultra Beasts		137	137	107	117	87	97	95	Psychic Steel Fire	Dark	Lonely	N-Lunarizer: A machine to separate a Necrozma from a Lunala. ~ Solgalium Z: Turns Sunsteel Strike into Searing Sunraze Smash ~ Sun Flute: +2 SP if held by Solgaleo	Sunsteel Strike (100/SA/Steel) Ignores abilities ~ Psyshock (80/SA/Psychic) Uses foe's DF instead of SD ~ Calm Mind (Psychic) +1 SA and SD ~ Solar Beam (120/SA/Grass) 1 turn charge, no charge and no missing in Sunlight	Solar Eclipse (Psychic) Requires Lunar Eclipse in same turn, Heals 50% HP per turn	Full Metal Body: Prevents stat debuffs	Collective Strike: All teammates have the same speed stat as the fastest teammate.	Radiant Sun: Form Change Enlightenment	Very powerful moveset, can easily ignore his subpar typing.	Could do better with a Lunala teammate, which he hates.	Sister: Peahina Houkuu ~ Friend: Cavum Nirum
Squirtle Wartortle Blastoise	Male			P16590598	21/06/2000																								Water	Jolly	Mystic Water: Boosts Water moves ~ Waterium Z: Turns a Water move into Hydro Vortex				Squad Up: The bigger the team, the easier it becomes to recruit Pokemon.	Megaevolution: Form Change Enlightenment			
Starly Staravia Staraptor	Female			P46517701	13/08/1980																								Ice	Mild	Weather Band: Grants immunity to weather				Lonely Courage: When a Pokémon has no nearby teammates, it gets very strong.	None			
Taillow Swellow	Male			P52274829	10/06/2002																								Fairy	Quiet	Sharp Beak: Boosts Flying moves				Steamroll: Ignores types and abilities lowering a move's damage.	None			
Tepig Pignite Emboar	Male	Susanoo	Tengoku	P19152291	19/09/2002	WOL, Mist Continent	Tengoku Vice-Leader	Bi	Dom	Top	153	155	81	Libertinus Mono #b8470f	Reuben Langdon/Yuji Kishi	Proud of its power	INFJ	Dairou, Tsutami, Susanoo	Dairou, Tsutami, Susanoo		110	120	70	100	70	60	67	Fire	Fighting	Hardy	Hope Cape: Enhanced Reunion Cape that allows teleportation ~ Charcoal: Boosts Fire moves ~ Adventure Backpack: Allows Teams to hold more than 3 items	Wildfire Blade (25/AT/Fire) Hits 3 to 5 times ~ Flare Blitz (120/AT/Fire) 33% recoil, 10% Burn Chance ~ Sucker Punch (70/AT/Dark) Fails if foe isn't attacking, +1 Priority ~ Fire Pledge (80/SA/Fire) Special effect when used with other pledges	Nobiken (400/AT/Fire) 1 turn charge, +1 Priority	Blaze: Boosts Fire moves in a pinch	Forge a Path: Consumes Belly to break down walls.	Paradigm Shift: Can swap moves with teammates	Training with the Wildfire Blade gives him an edge in the offensive.	Not very effective without Dairou and Tsutami.	"Rivals": Dairou Tengoku, Tsutami Tengoku ~ Friends: Nezumi Tengoku, Senpuu Tengoku
Terrakion	Male			P81530416	21/07/1988																								Electric	Quiet	Savior Cape: +1 DF and SD for each teammate wearing a Savior Cape	Sacred Sword			Steamroll: Ignores types and abilities lowering a move's damage.	None			
Timburr	Male			P63189135	30/07/1987																								Dragon	Bashful	Lagging Tail: Holder moves last				Rapid Bull's Eyes: Moves that hit multiple times will never miss. 	None			
Togepi Togetic Togekiss	Male			P66537143	13/11/1985																								Normal	Serious	Lucky Egg: 2X XP				Army Of Two: If there's only one teammate, that teammate gets a big stat boost.	None			
Torchic Combusken Blaziken	Female			P81863175	20/10/1994																								Flying	Naive	Charcoal: Boosts Fire moves	Blaze Kick			Strike Back: If anyone in the team is attacked from behind, the foe's AT and SA is lowered.	Megaevolution: Form Change Enlightenment			
Totodile Croconaw Feraligatr	Male			P79066780	04/11/2001																								Water	Mild	Cell Battery: +1 AT if hit by Electric moves				Recoil Boost: Moves that recoil do 2X damage.	None			
Trapinch Vibrava Flygon	Male	Doreikun	Furai	P88855548	24/01/2005	WOL, Fire Continent	Unclassified Package Delivery	Homo	Sub	Bottom	162	60	18	Base Nine #79ee07	Paul Dobson/Hiroyuki Yoshino	Highly curious	ISFP	Sex, His Job, Flying	Bullying, Sand, Himself		85	95	85	95	85	95	46	Ground Dragon Bug	Steel	Sassy	Choice Specs: +1 SA, but can only use one move ~ Flygonium Z: Turns Fissure into Ancestral Sandsong	U-Turn (70/AT/Bug) Switches with teammate ~ Fissure (Ground) 30% OHKO Chance ~ Dragon Rush (100/AT/Dragon) 20% Flinch Chance ~ Boomburst (140/SA/Normal) Fails if there's only 1 foe	None	Levitate: Immune to Ground Type	Notorious Restoration: Items restore more HP and Belly.	None	If his Z-Move hits, it's pretty much over. IF it hits.	Gigantic coward, really hates fighting...	Rival: Mocha Otonanou
Treecko Grovyle Sceptile	Male			P38904369	08/11/1999																								Fairy	Serious	Sneak Scarf: Nearby Pokemon don't wake up	Leaf Blade			Link Boost: The power of linked moves is boosted.	Megaevolution: Form Change Enlightenment			
Tropius	Male			P13527299	23/05/1996																								Bug	Gentle	Honey: Attracts Wild Pokemon ~ Miracle Seed: Boosts Grass moves				Lonely Courage: When a Pokémon has no nearby teammates, it gets very strong.	None			
Tynamo Eelektrik Eelektross	Male			P60798422	29/09/1974																								Fighting	Docile	Red Card: Forces foe to switch once if holder is hit				Evasive Rhythm: The team can dodge multi hit attacks much easier.	None			
TypeNull Silvally	Female			P13292077	22/10/2006																								Dark	Jolly	Persistence Crown: +1 SD ~ Chip Bag: Holds Devices				Enlightened: Teammates can use Enlightenments immediately.	None			
TypeNull Silvally	Male	Midas	Theos	P48337903	??/??/????	WOL, Mystery Continent	Astronomer	Homo	Dom	Top	251	100	102	Elephant #969696	Keith Silverstein/Toru Okawa	Highly curious	ISTJ	Spaaaaaaace	Being Doubted, Failing Research, Losing Documents		95	95	95	95	95	95	86	Normal	Ghost	Rash	Wisdom Crown: +1 SA ~ Disc Bag: Holds all RKS Memories.	Multi-Attack (90/AT/Normal) Type varies from held Memory ~ Double Edge (120/AT/Normal) 33% Recoil ~ Hyper Beam (150/SA/Normal) 1 turn recharge ~ Work Up (Normal) +1 AT and SA	None	RKS System: Type changes based on held Memory	Enlightened: Teammates can use Enlightenments immediately.	All-Defying: -50% Damage from Legendaries	A very, very, very tiny Arceus.	FIRE FIGHTING STARTERS!!! UGH!!!	Mentor: Seikon Tsukitsune
Turtwig Grotle Torterra	Male			P29459080	03/05/1990																								Ground	Brave	Trinket Box: Holds Exclusive Items				Squeeze Out: The whole team can squeeze extra PP once per battle.	None			
Venipede Whirlipede Scolipede	Male			P60174185	31/12/1970																								Fighting	Adamant	Eject Button: Switches with teammate if hit ~ Poisonium Z: Turns a Poison move into Acid Downpour				Food Finder: Tiny Apples spawn much more often.	None			
Victini	Male			P52796440	12/05/1996																								Fire	Bashful	Courage Crown: +1 AT ~ Medal Box: Carries Medals to reward teams ~ V-Wheel: Controls Weather	Searing Shot ~ V-Create			Leave Half: A Big Apple, Perfect Apple, Max Elixir, or Reviver Seed leave behind an Apple, Max Ether, or Tiny Reviver Seed when used. 	Helium Gene: 2X AT			
Victini	Female			P49491614	27/08/1981																								Dragon	Rash	Effort Crown: +1 DF ~ Wonder Launcher: Launches Pucks that cause various effects, needs to be recharged ~ Reveal Glass: Reveals Form Change Enlightenments				Machine Learning: Teammates have max IQ.	Hydrogen Gene: 2X HP			
Virizion	Female			P12253320	04/05/1973																								Dark	Lonely	Savior Cape: +1 DF and SD for each teammate wearing a Savior Cape	Sacred Sword			Food Finder: Tiny Apples spawn much more often.	None			
