ID,Gen,Name,Type,AC (MD),AC,PW,PP,PR,Charge,Recoil,Power,Resist,Description,Old Description,Target,Alt Name,Contest Type,Effect Chance,Effect ID
371,4,Payback,Dark,100,100,50,10,0,,,Attack,Defense,"The user stores power, then attacks. If the user was last hit by the target, this attack's power will be doubled.",The user stores power then attacks. If the user moves after the target this attack’s power will be doubled.,"One other Pokémon on the field, selected by the trainer.",Payback,Cool,,231
372,4,Assurance,Dark,100,100,60,10,0,,,Attack,Defense,"If the target was last attacked by the user, this attack's power is doubled.",If the target has already taken some damage in the same turn this attack’s power is doubled.,"One other Pokémon on the field, selected by the trainer.",Assurance,Beauty,,232
373,4,Embargo,Dark,100,100,,15,0,,,None,None,This move prevents foes from using any items.,This move prevents the target from using its held item for five turns. Its Trainer is also prevented from using items on it.,"One other Pokémon on the field, selected by the trainer.",Embargo,Cute,,233
374,4,Fling,Dark,-1,100,,10,0,,,Attack,Defense,The user flings its held equipment at the target to attack. This move’s power and effects depend on the item.,The user flings its held item at the target to attack. This move’s power and effects depend on the item.,"One other Pokémon on the field, selected by the trainer.",Fling,Tough,,234
375,4,Psycho Shift,Psychic,-1,100,,10,0,,,None,None,"Using its psychic power of suggestion, the user transfers its bad status conditions to the target.",Using its psychic power of suggestion the user transfers its status conditions to the target.,"One other Pokémon on the field, selected by the trainer.",Psycho Shift,Cool,,235
376,4,Trump Card,Normal,-1,,,5,0,,,S. Attack,S. Defense,"The more PP this move has, the greater its power.",The fewer PP this move has the greater its power.,"One other Pokémon on the field, selected by the trainer.",Trump Card,Cool,,236
377,4,Heal Block,Psychic,100,100,,15,0,,,None,None,The user prevents the opposing team from recovering HP.,For five turns the user prevents the opposing team from using any moves Abilities or held items that recover HP.,All opposing Pokémon.,Heal Block,Cute,,237
378,4,Wring Out,Normal,100,100,,5,0,,,S. Attack,S. Defense,"The user powerfully wrings the target. The more HP the target has, the greater the move's power.",The user powerfully wrings the target. The more HP the target has the greater the move’s power.,"One other Pokémon on the field, selected by the trainer.",Wring Out,Smart,,238
379,4,Power Trick,Psychic,-1,,,10,0,,,None,None,The user employs its psychic power to switch its Attack with its Defense stat.,The user employs its psychic power to switch its Attack stat with its Defense stat.,The user.,Power Trick,Cool,,239
380,4,Gastro Acid,Poison,100,100,,10,0,,,None,None,The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability.,The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target’s Ability.,"One other Pokémon on the field, selected by the trainer.",Gastro Acid,Beauty,,240
381,4,Lucky Chant,Normal,-1,,,30,0,,,None,None,"The user chants an incantation toward the sky, preventing opposing Pokémon from landing critical hits or additional effects.",The user chants an incantation toward the sky preventing opposing Pokémon from landing critical hits for five turns.,The user's side of the field.  Affects the user and its ally (if any).,Lucky Chant,Cute,,241
382,4,Me First,Normal,-1,,,20,0,,,None,None,The user cuts ahead of the target to steal and use the target's strongest move. It fails if the target has no attacking moves.,The user cuts ahead of the target to copy and use the target’s intended move with greater power. This move fails if it isn’t used first.,"One other Pokémon on the field, selected by the trainer.  Stolen moves reuse the same target.",Me First,Cute,,242
383,4,Copycat,Normal,-1,,,20,0,,,None,None,The user mimics the move last used by the target. The move fails if the target hasn't used a move yet.,The user mimics the move used immediately before it. The move fails if no other move has been used yet.,The user.,Copycat,Cool,,243
384,4,Power Swap,Psychic,-1,,,10,0,,,None,None,The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.,The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.,"One other Pokémon on the field, selected by the trainer.",Power Swap,Beauty,,244
385,4,Guard Swap,Psychic,-1,,,10,0,,,None,None,The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target.,The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target.,"One other Pokémon on the field, selected by the trainer.",Guard Swap,Cute,,245
386,4,Punishment,Dark,100,100,,5,0,,,Attack,Defense,This move gets an extra 20 power for each of the foe's stat boosts,The more the target has powered up with stat changes the greater the move’s power.,"One other Pokémon on the field, selected by the trainer.",Punishment,Smart,,246
387,4,Last Resort,Normal,100,100,140,5,0,,,Attack,Defense,"The less total PP the user has, the greater the move's power.",This move can be used only after the user has used all the other moves it knows in the battle.,"One other Pokémon on the field, selected by the trainer.",Last Resort,Cute,,247
388,4,Worry Seed,Grass,100,100,,10,0,,,None,None,A seed that causes worry is planted on the target. It prevents sleep by making the target's Ability Insomnia.,A seed that causes worry is planted on the target. It prevents sleep by making the target’s Ability Insomnia.,"One other Pokémon on the field, selected by the trainer.",Worry Seed,Beauty,,248
389,4,Sucker Punch,Dark,100,100,70,5,1,,,Attack,Defense,This attacks foes from a distance. It fails on targets directly in front.,This move enables the user to attack first. This move fails if the target is not readying an attack.,"One other Pokémon on the field, selected by the trainer.",Sucker Punch,Smart,,249
390,4,Toxic Spikes,Poison,-1,,,20,0,,,None,None,The user lays a trap of poison spikes around itself. They badly poison opposing Pokémon that step on it.,The user lays a trap of poison spikes at the feet of the opposing team. The spikes will poison opposing Pokémon that switch into battle.,The opposing side of the field.  Affects opposing Pokémon.,Toxic Spikes,Smart,,250
391,4,Heart Swap,Psychic,-1,,,10,0,,,None,None,The user employs its psychic power to switch stat changes with the target.,The user employs its psychic power to switch stat changes with the target.,"One other Pokémon on the field, selected by the trainer.",Heart Swap,Cool,,251
392,4,Aqua Ring,Water,-1,,,20,0,,,None,None,The user envelops the party in a veil made of water. It restores some HP every turn.,The user envelops itself in a veil made of water. It regains some HP every turn.,The user.,Aqua Ring,Beauty,,252
393,4,Magnet Rise,Electric,-1,,,10,0,,,None,None,"The user levitates itself and allies using electrically generated magnetism, for 5 turns.",The user levitates using electrically generated magnetism for five turns.,The user.,Magnet Rise,Cute,,253
394,4,Flare Blitz,Fire,100,100,120,15,0,,,Attack,Defense,"The user cloaks itself in fire and charges the target. This has a 10% chance to burn the target, and deals 33% recoil damage to the user.",The user cloaks itself in fire and charges the target. This also damages the user quite a lot. This attack may leave the target with a burn.,"One other Pokémon on the field, selected by the trainer.",Flare Blitz,Smart,10,254
395,4,Force Palm,Fighting,100,100,60,10,0,,,Attack,Defense,The target is attacked with a shock wave. This may also leave the target with paralysis.,The target is attacked with a shock wave. This may also leave the target with paralysis.,"One other Pokémon on the field, selected by the trainer.",Force Palm,Cool,30,7
396,4,Aura Sphere,Fighting,-1,,90,20,0,,,S. Attack,S. Defense,The user lets loose a blast of aura power from deep within its body at the target. This attack never misses.,The user lets loose a blast of aura power from deep within its body at the target. This attack never misses.,"One other Pokémon on the field, selected by the trainer.",Aura Sphere,Beauty,,18
397,4,Rock Polish,Rock,-1,,,20,0,,,None,None,The user polishes its body to reduce drag. This can sharply raise its Movement Speed.,The user polishes its body to reduce drag. This can sharply raise the Speed stat.,The user.,Rock Polish,Tough,,53
398,4,Poison Jab,Poison,100,100,80,20,0,,,Attack,Defense,The target is stabbed with a tentacle or arm steeped in poison. This has a 30% chance to poison the target.,The target is stabbed with a tentacle or arm steeped in poison. This may also poison the target.,"One other Pokémon on the field, selected by the trainer.",Poison Jab,Smart,30,3
399,4,Dark Pulse,Dark,100,100,80,15,0,,,S. Attack,S. Defense,The user releases a horrible aura imbued with dark thoughts. This has a 20% chance to make the target flinch.,The user releases a horrible aura imbued with dark thoughts. This may also make the target flinch.,"One other Pokémon on the field, selected by the trainer.",Dark Pulse,Cool,20,32
400,4,Night Slash,Dark,100,100,70,15,0,,,Attack,Defense,The user slashes the target the instant an opportunity arises. Critical hits land more easily.,The user slashes the target the instant an opportunity arises. Critical hits land more easily.,"One other Pokémon on the field, selected by the trainer.",Night Slash,Beauty,,44
401,4,Aqua Tail,Water,90,90,90,10,0,,,Attack,Defense,The user attacks by swinging its tail as if it were a vicious wave in a raging storm.,The user attacks by swinging its tail as if it were a vicious wave in a raging storm.,"One other Pokémon on the field, selected by the trainer.",Aqua Tail,Cute,,1
402,4,Seed Bomb,Grass,100,100,80,15,0,,,Attack,Defense,The user slams a barrage of hard-shelled seeds on the target from above.,The user slams a barrage of hard-shelled seeds down on the target from above.,"One other Pokémon on the field, selected by the trainer.",Seed Bomb,Smart,,1
403,4,Air Slash,Flying,100,95,75,15,0,,,S. Attack,S. Defense,The user attacks with a blade of air that slices even the sky. This has a 30% chance to make the target flinch.,The user attacks with a blade of air that slices even the sky. This may also make the target flinch.,"One other Pokémon on the field, selected by the trainer.",Air Slash,Cool,30,32
404,4,X Scissor,Bug,100,100,80,15,0,,,Attack,Defense,The user slashes at the target by crossing its scythes or claws as if they were a pair of scissors.,The user slashes at the target by crossing its scythes or claws as if they were a pair of scissors.,"One other Pokémon on the field, selected by the trainer.",X-Scissor,Beauty,,1
405,4,Bug Buzz,Bug,100,100,90,10,0,,,S. Attack,S. Defense,The user vibrates its wings to generate a damaging sound wave. This may also lower the target's Sp. Def stat.,The user generates a damaging sound wave by vibration. This may also lower the target’s Sp. Def stat.,"One other Pokémon on the field, selected by the trainer.",Bug Buzz,Cute,10,73
406,4,Dragon Pulse,Dragon,100,100,85,10,0,,,S. Attack,S. Defense,The target is attacked with a shock wave generated by the user's gaping mouth.,The target is attacked with a shock wave generated by the user’s gaping mouth.,"One other Pokémon on the field, selected by the trainer.",Dragon Pulse,Smart,,1
407,4,Dragon Rush,Dragon,70,75,100,10,0,,,Attack,Defense,The user tackles the target while exhibiting overwhelming menace. This has a 20% chance to make the target flinch.,The user tackles the target while exhibiting overwhelming menace. This may also make the target flinch.,"One other Pokémon on the field, selected by the trainer.",Dragon Rush,Cool,20,32
408,4,Power Gem,Rock,100,100,80,20,0,,,S. Attack,S. Defense,The user attacks with rays of light that sparkle as if they were made of gemstones.,The user attacks with a ray of light that sparkles as if it were made of gemstones.,"One other Pokémon on the field, selected by the trainer.",Power Gem,Beauty,,1
409,4,Drain Punch,Fighting,100,100,75,10,0,,,Attack,Defense,An energy-draining punch. The user's HP is restored by half the damage taken by the target.,An energy-draining punch. The user’s HP is restored by half the damage taken by the target.,"One other Pokémon on the field, selected by the trainer.",Drain Punch,Beauty,,4
410,4,Vacuum Wave,Fighting,100,100,40,30,1,,,S. Attack,S. Defense,The user whirls its fists to send a wave of pure vacuum at the target.,The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first.,"One other Pokémon on the field, selected by the trainer.",Vacuum Wave,Smart,,104
411,4,Focus Blast,Fighting,70,70,120,5,0,,,S. Attack,S. Defense,The user heightens its mental focus and unleashes its power. This may also lower the target’s Sp. Def.,The user heightens its mental focus and unleashes its power. This may also lower the target’s  Sp. Def stat.,"One other Pokémon on the field, selected by the trainer.",Focus Blast,Cool,10,73
412,4,Energy Ball,Grass,100,100,90,10,0,,,S. Attack,S. Defense,The user draws power from nature and fires it at the target. This has a 10% chance to lower the target's Sp. Def.,The user draws power from nature and fires it at the target. This may also lower the target’s Sp. Def stat.,"One other Pokémon on the field, selected by the trainer.",Energy Ball,Beauty,10,73
413,4,Brave Bird,Flying,100,100,120,15,0,,,Attack,Defense,The user tucks in its wings and charges from a low altitude. This deals the user 33% recoil damage.,The user tucks in its wings and charges from a low altitude. This also damages the user quite a lot.,"One other Pokémon on the field, selected by the trainer.",Brave Bird,Cute,,199
414,4,Earth Power,Ground,100,100,90,10,0,,,S. Attack,S. Defense,The user makes the ground under the target erupt with power. This has a 10% chance to lower the target's Sp. Def.,The user makes the ground under the target erupt with power. This may also lower the target’s  Sp. Def stat.,"One other Pokémon on the field, selected by the trainer.",Earth Power,Smart,10,73
415,4,Switcheroo,Dark,-1,100,,10,0,,,None,None,The user trades items with the target faster than the eye can follow.,The user trades held items with the target faster than the eye can follow.,"One other Pokémon on the field, selected by the trainer.",Switcheroo,Cool,,178
416,4,Giga Impact,Normal,100,90,150,5,0,,1,Attack,Defense,The user charges at the target using every bit of its power. The user can't move for the next turn.,The user charges at the target using every bit of its power. The user can’t move on the next turn.,"One other Pokémon on the field, selected by the trainer.",Giga Impact,Beauty,,81
417,4,Nasty Plot,Dark,-1,,,20,0,,,None,None,The user stimulates its brain by thinking bad thoughts. This sharply raises the user's Sp. Atk.,The user stimulates its brain by thinking bad thoughts. This sharply raises the user’s Sp. Atk stat.,The user.,Nasty Plot,Cute,,54
418,4,Bullet Punch,Steel,100,100,40,30,1,,,Attack,Defense,The user strikes the target with tough punches as fast as bullets.,The user strikes the target with tough punches as fast as bullets. This move always goes first.,"One other Pokémon on the field, selected by the trainer.",Bullet Punch,Smart,,104
419,4,Avalanche,Ice,100,100,60,10,-4,,,Attack,Defense,An attack move that inflicts double the damage if the user was attacked in its previous turn.,The power of this attack move is doubled if the user has been hurt by the target in the same turn.,"One other Pokémon on the field, selected by the trainer.",Avalanche,Cool,,186
420,4,Ice Shard,Ice,100,100,40,30,1,,,Attack,Defense,The user flash-freezes chunks of ice and hurls them at the target.,The user flash-freezes chunks of ice and hurls them at the target. This move always goes first.,"One other Pokémon on the field, selected by the trainer.",Ice Shard,Beauty,,104
421,4,Shadow Claw,Ghost,100,100,70,15,0,,,Attack,Defense,The user slashes with a sharp claw made from shadows. Critical hits land more easily.,The user slashes with a sharp claw made from shadows. Critical hits land more easily.,"One other Pokémon on the field, selected by the trainer.",Shadow Claw,Cute,,44
422,4,Thunder Fang,Electric,100,95,65,15,0,,,Attack,Defense,The user bites with electrified fangs. This may also make the target flinch or leave it with paralysis.,The user bites with electrified fangs. This may also make the target flinch or leave it with paralysis.,"One other Pokémon on the field, selected by the trainer.",Thunder Fang,Smart,10,276
423,4,Ice Fang,Ice,100,95,65,15,0,,,Attack,Defense,"The user bites with cold-infused fangs. This has a 10% chance to flinch, and another 10% chance to freeze.",The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.,"One other Pokémon on the field, selected by the trainer.",Ice Fang,Cool,10,275
424,4,Fire Fang,Fire,100,95,65,15,0,,,Attack,Defense,The user bites with flame-cloaked fangs. This has a 10% burn chance and a 10% flinch chance.,The user bites with flame-cloaked fangs. This may also make the target flinch or leave it with a burn.,"One other Pokémon on the field, selected by the trainer.",Fire Fang,Beauty,10,274
425,4,Shadow Sneak,Ghost,100,100,40,30,1,,,Attack,Defense,The user extends its shadow and attacks the target from behind.,The user extends its shadow and attacks the target from behind. This move always goes first.,"One other Pokémon on the field, selected by the trainer.",Shadow Sneak,Smart,,104
426,4,Mud Bomb,Ground,80,85,65,10,0,,,S. Attack,S. Defense,The user launches a hard-packed mud ball to attack. This may also lower the target's Accuracy.,The user launches a hard-packed mud ball to attack. This may also lower the target’s accuracy.,"One other Pokémon on the field, selected by the trainer.",Mud Bomb,Smart,30,74
427,4,Psycho Cut,Psychic,100,100,70,20,0,,,Attack,Defense,The user tears at the target with blades formed by psychic power. Critical hits land more easily.,The user tears at the target with blades formed by psychic power. Critical hits land more easily.,"One other Pokémon on the field, selected by the trainer.",Psycho Cut,Cool,,44
428,4,Zen Headbutt,Psychic,100,90,80,15,0,,,Attack,Defense,The user focuses its willpower to its head and attacks the target. This may also make the target flinch.,The user focuses its willpower to its head and attacks the target. This may also make the target flinch.,"One other Pokémon on the field, selected by the trainer.",Zen Headbutt,Beauty,20,32
429,4,Mirror Shot,Steel,100,85,65,10,0,,,S. Attack,S. Defense,The user lets loose a flash of energy at the target from its polished body. This may also lower the target's Accuracy.,The user lets loose a flash of energy at the target from its polished body. This may also lower the target’s accuracy.,"One other Pokémon on the field, selected by the trainer.",Mirror Shot,Cute,30,74
430,4,Flash Cannon,Steel,100,100,80,10,0,,,S. Attack,S. Defense,The user gathers all its light energy and releases it at once. This has a 10% chance to lower the target's Sp. Def stat.,The user gathers all its light energy and releases it all at once. This may also lower the target’s Sp. Def stat.,"One other Pokémon on the field, selected by the trainer.",Flash Cannon,Smart,10,73
431,4,Rock Climb,Normal,75,85,90,20,0,,,Attack,Defense,The user attacks the target by smashing into it with incredible force. This may also confuse the target.,The user attacks the target by smashing into it with incredible force. This may also confuse the target.,"One other Pokémon on the field, selected by the trainer.",Rock Climb,Cool,20,77
432,4,Defog,Flying,-1,,,15,0,,,None,None,A strong wind blows away the target's barriers such as Reflect or Light Screen. This also lowers the target's evasiveness.,A strong wind blows away the target’s barriers such as Reflect or Light Screen. This also lowers the target’s evasiveness.,"One other Pokémon on the field, selected by the trainer.",Defog,Beauty,,259
433,4,Trick Room,Psychic,-1,,,5,-7,,,None,None,The user creates a bizarre area in which slowed Pokémon move faster.,The user creates a bizarre area in which slower Pokémon get to move first for five turns.,The entire field.  Affects all Pokémon.,Trick Room,Cute,,260
434,4,Draco Meteor,Dragon,100,90,130,5,0,,,S. Attack,S. Defense,Comets are summoned down from the sky onto the target. The attack's recoil harshly lowers the user's Special Attack stat.,Comets are summoned down from the sky onto the target. The attack’s recoil harshly lowers the user’s Sp. Atk stat.,"One other Pokémon on the field, selected by the trainer.",Draco Meteor,Smart,100,205
435,4,Discharge,Electric,100,100,80,15,0,,,S. Attack,S. Defense,The user strikes everything around it by letting loose a flare of electricity. This has a 30% chance to cause paralysis.,The user strikes everything around it by letting loose a flare of electricity. This may also cause paralysis.,Every other Pokémon on the field.,Discharge,Cool,30,7
436,4,Lava Plume,Fire,100,100,80,15,0,,,S. Attack,S. Defense,The user torches everything around it with an inferno of scarlet flames. This has a 30% chance to leave those hit with a burn.,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.,Every other Pokémon on the field.,Lava Plume,Tough,30,5
437,4,Leaf Storm,Grass,100,90,130,5,0,,,S. Attack,S. Defense,The user whips up a storm of leaves around the target. The attack's recoil harshly lowers the user's Sp. Atk stat.,The user whips up a storm of leaves around the target. The attack’s recoil harshly lowers the user’s Sp. Atk stat.,"One other Pokémon on the field, selected by the trainer.",Leaf Storm,Cute,100,205
438,4,Power Whip,Grass,75,85,120,10,0,,,Attack,Defense,The user violently whirls its vines or tentacles to harshly lash the target.,The user violently whirls its vines tentacles or the  like to harshly lash the target.,"One other Pokémon on the field, selected by the trainer.",Power Whip,Beauty,,1
439,4,Rock Wrecker,Rock,90,90,150,5,0,,,Attack,Defense,The user launches a huge boulder at the target to attack. The user can't move on the next turn.,The user launches a huge boulder at the target to attack. The user can’t move on the next turn.,"One other Pokémon on the field, selected by the trainer.",Rock Wrecker,Tough,,81
440,4,Cross Poison,Poison,100,100,70,20,0,,,Attack,Defense,A slashing attack with a poisonous blade that may also poison the target. Critical hits land more easily.,A slashing attack with a poisonous blade that may also poison the target. Critical hits land more easily.,"One other Pokémon on the field, selected by the trainer.",Cross Poison,Cool,10,210
441,4,Gunk Shot,Poison,75,80,120,5,0,,,Attack,Defense,The user shoots filthy garbage at the target to attack. This has a 30% chance to poison the target.,The user shoots filthy garbage at the target to attack. This may also poison the target.,"One other Pokémon on the field, selected by the trainer.",Gunk Shot,Cool,30,3
442,4,Iron Head,Steel,100,100,80,15,0,,,Attack,Defense,The user slams the target with its steel-hard head. This has a 30% chance to flinch.,The user slams the target with its steel-hard head. This may also make the target flinch.,"One other Pokémon on the field, selected by the trainer.",Iron Head,Tough,30,32
443,4,Magnet Bomb,Steel,-1,,60,20,0,,,Attack,Defense,The user launches steel bombs that stick to the target. This attack never misses.,The user launches steel bombs that stick to the target. This attack never misses.,"One other Pokémon on the field, selected by the trainer.",Magnet Bomb,Cool,,18
444,4,Stone Edge,Rock,80,80,100,5,0,,,Attack,Defense,The user stabs the target with sharpened stones from below. Critical hits land more easily.,The user stabs the target from below with sharpened stones. Critical hits land more easily.,"One other Pokémon on the field, selected by the trainer.",Stone Edge,Tough,,44
445,4,Captivate,Normal,100,100,,20,0,,,None,None,"The opposing Pokémon is charmed, which harshly lowers its Sp. Atk stat.",If any opposing Pokémon is the opposite gender of the user it is charmed which harshly lowers its Sp. Atk stat.,All opposing Pokémon.,Captivate,Beauty,,266
446,4,Stealth Rock,Rock,-1,,,20,0,,,None,None,The user lays a trap of levitating stones around the target. The trap hurts opposing Pokémon that walk into it with a Rock-type attack.,The user lays a trap of levitating stones around the opposing team. The trap hurts opposing Pokémon that switch into battle.,The opposing side of the field.  Affects opposing Pokémon.,Stealth Rock,Cool,,267
447,4,Grass Knot,Grass,100,100,,20,0,,,S. Attack,S. Defense,"The user snares the target with grass and trips it. The heavier the target, the greater the move's power.",The user snares the target with grass and trips it. The heavier the target the greater the move’s power.,"One other Pokémon on the field, selected by the trainer.",Grass Knot,Smart,,197
448,4,Chatter,Flying,100,100,65,20,0,,,S. Attack,S. Defense,The user attacks the target with sound waves of deafening chatter. This confuses the target.,The user attacks the target with sound waves of deafening chatter. This confuses the target.,"One other Pokémon on the field, selected by the trainer.",Chatter,Smart,100,268
449,4,Judgment,Normal,100,100,100,10,0,,,S. Attack,S. Defense,The user draws from the power of its plates and releases countless shots of light at the target.,The user releases countless shots of light at the target. This move’s type varies depending on the kind of Plate the user is holding.,"One other Pokémon on the field, selected by the trainer.",Judgment,Smart,,269
450,4,Bug Bite,Bug,100,100,60,20,0,,,Attack,Defense,"The user bites the target. If the target is holding a Berry, the user eats it and gains its effect.",The user bites the target. If the target is holding a Berry the user eats it and gains its effect.,"One other Pokémon on the field, selected by the trainer.",Bug Bite,Tough,,225
451,4,Charge Beam,Electric,100,90,50,10,0,,,S. Attack,S. Defense,The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat.,The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat.,"One other Pokémon on the field, selected by the trainer.",Charge Beam,Beauty,70,277
452,4,Wood Hammer,Grass,100,100,120,15,0,,,Attack,Defense,The user slams its rugged body into the target to attack. This also damages the user quite a lot.,The user slams its rugged body into the target to attack. This also damages the user quite a lot.,"One other Pokémon on the field, selected by the trainer.",Wood Hammer,Tough,,199
453,4,Aqua Jet,Water,100,100,40,20,1,,,Attack,Defense,The user lunges at the target at a speed that makes it almost invisible.,The user lunges at the target at a speed that makes it almost invisible. This move always goes first.,"One other Pokémon on the field, selected by the trainer.",Aqua Jet,Beauty,,104
454,4,Attack Order,Bug,100,100,90,15,0,,,Attack,Defense,The user calls out its underlings to pummel the target. Critical hits land more easily.,The user calls out its underlings to pummel the target. Critical hits land more easily.,"One other Pokémon on the field, selected by the trainer.",Attack Order,Smart,,44
455,4,Defend Order,Bug,-1,,,10,0,,,None,None,"The user calls out its underlings to shield the party, raising their Defense and Sp. Def stats.",The user calls out its underlings to shield its body raising its Defense and Sp. Def stats.,The user.,Defend Order,Smart,,207
456,4,Heal Order,Bug,-1,,,10,0,,,None,None,The user calls out its underlings to heal the party. Targets regain up to half of their max HP.,The user calls out its underlings to heal it. The user regains up to half of its max HP.,The user.,Heal Order,Smart,,33
457,4,Head Smash,Rock,75,90,150,5,0,,,Attack,Defense,"The user attacks the target with a hazardous, full-power headbutt. This also gives the user a terrible 50% recoil.",The user attacks the target with a hazardous full-power headbutt. This also damages the user terribly.,"One other Pokémon on the field, selected by the trainer.",Head Smash,Tough,,270
458,4,Double Hit,Normal,90,90,35,10,0,,,Attack,Defense,"The user slams the target with a long tail, vines, or a tentacle. The target is hit twice in a row.",The user slams the target with a long tail vines or a tentacle. The target is hit twice in a row.,"One other Pokémon on the field, selected by the trainer.",Double Hit,Smart,,45
459,4,Roar of Time,Dragon,100,90,150,5,0,,,S. Attack,S. Defense,The user blasts the target with power that distorts even time. The user and targets can't move on the next turn.,The user blasts the target with power that distorts even time. The user can’t move on the next turn.,"One other Pokémon on the field, selected by the trainer.",Roar of Time,Cool,,81
460,4,Spacial Rend,Dragon,90,95,100,5,0,,,S. Attack,S. Defense,The user tears the target along with the space around it. Critical hits land more easily.,The user tears the target along with the space around it. Critical hits land more easily.,"One other Pokémon on the field, selected by the trainer.",Spacial Rend,Tough,,44
461,4,Lunar Dance,Psychic,-1,,,10,0,,,None,None,"The user's HP drops to 1. In return, the party Pokémon will have their status and HP fully restored.",The user faints. In return the Pokémon taking its place will have its status and HP fully restored.,The user.,Lunar Dance,Beauty,,271
462,4,Crush Grip,Normal,100,100,,5,0,,,Attack,Defense,"The target is crushed with great force. The more HP the target has left, the greater this move's power.",The target is crushed with great force. The more HP the target has left the greater this move’s power.,"One other Pokémon on the field, selected by the trainer.",Crush Grip,Tough,,238
463,4,Magma Storm,Fire,75,75,100,5,0,,,S. Attack,S. Defense,The target becomes trapped within a maelstrom of fire that rages for three turns.,The target becomes trapped within a maelstrom of fire that rages for four to five turns.,"One other Pokémon on the field, selected by the trainer.",Magma Storm,Tough,100,43
464,4,Dark Void,Dark,85,50,,10,0,,,None,None,Opposing Pokémon are dragged into a world of total darkness that makes them sleep.,Opposing Pokémon are dragged into a world of total darkness that makes them sleep.,All opposing Pokémon.,Dark Void,Smart,,2
465,4,Seed Flare,Grass,85,85,120,5,0,,,S. Attack,S. Defense,The user emits a shock wave from its body to attack its target. This has a 50% chance to harshly lower the target's Sp. Def.,The user emits a shock wave from its body to attack its target. This may also harshly lower the target’s Sp. Def stat.,"One other Pokémon on the field, selected by the trainer.",Seed Flare,Cool,40,272
466,4,Ominous Wind,Ghost,100,100,60,5,0,,,S. Attack,S. Defense,The user blasts the target with a gust of repulsive wind. This may also raise all the user's stats at once.,The user blasts the target with a gust of repulsive wind. This may also raise all the user’s stats at once.,"One other Pokémon on the field, selected by the trainer.",Ominous Wind,Smart,10,141
467,4,Shadow Force,Ghost,100,100,120,5,0,,,Attack,Defense,"The user disappears, then strikes the target any time in the next 5 turns. This move hits even if the target protects itself.",The user disappears then strikes the target on the next turn. This move hits even if the target protects itself.,"One other Pokémon on the field, selected by the trainer.",Shadow Force,Smart,,273
468,5,Hone Claws,Dark,-1,,,15,0,,,None,None,The user sharpens its claws to boost its Attack stat and Accuracy.,The user sharpens its claws to boost its Attack stat and accuracy.,The user.,Hone Claws,,,278
469,5,Wide Guard,Rock,-1,,,10,3,,,None,None,The user and its allies are protected from wide-ranging attacks for five turns.,The user and its allies are protected from wide-ranging attacks for one turn.,The user's side of the field.  Affects the user and its ally (if any).,Wide Guard,,,279
470,5,Guard Split,Psychic,-1,,,10,0,,,None,None,The user employs its psychic powers to average its Defense and Sp. Def stats with those of the target.,The user employs its psychic power to average its Defense and Sp. Def stats with those of the target.,"One other Pokémon on the field, selected by the trainer.",Guard Split,,,280
471,5,Power Split,Psychic,-1,,,10,0,,,None,None,The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target.,The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target.,"One other Pokémon on the field, selected by the trainer.",Power Split,,,281
472,5,Wonder Room,Psychic,-1,,,10,0,,,None,None,The user creates a bizarre area in which Physical attacks and Special attacks are swapped.,The user creates a bizarre area in which Pokémon’s Defense and Sp. Def stats are swapped for five turns.,The entire field.  Affects all Pokémon.,Wonder Room,,,282
473,5,Psyshock,Psychic,100,100,80,10,0,,,S. Attack,Defense,The user materializes an odd psychic wave to attack the target. This attack does physical damage.,The user materializes an odd psychic wave to attack the target. This attack does physical damage.,"One other Pokémon on the field, selected by the trainer.",Psyshock,,,283
474,5,Venoshock,Poison,100,100,65,10,0,,,S. Attack,S. Defense,The user drenches the target in a special poisonous liquid. This move's power is doubled if the target is poisoned.,The user drenches the target in a special poisonous liquid. This move’s power is doubled if the target is poisoned.,"One other Pokémon on the field, selected by the trainer.",Venoshock,,,284
475,5,Autotomize,Steel,-1,,,15,0,,,None,None,The user sheds part of its body to make itself lighter and sharply raise its Movement Speed by 2 stages.,The user sheds part of its body to make itself lighter and sharply raise its Speed stat.,The user.,Autotomize,,,285
476,5,Rage Powder,Bug,100,,,20,2,,,None,None,The user scatters a cloud of irritating powder to draw attention to itself. Opponents aim only at the user.,The user scatters a cloud of irritating powder to draw attention to itself. Opponents aim only at the user.,The user.,Rage Powder,,,173
