[Species]	[Gender]	[Name]	[Surname]	[ID]	[Birthday]	[Birthplace]	[Job]	[Orientation]	[Role]	[Pose]	[Height/Length (cm)]	[Weight/Mass (Kg)]	[Penis/Vulva Max Size (cm)]	[Font Color]	[English/Japanese Voice]	[Characteristic]	[MBTI]	[Loves]	[Hates]	[Description]	[HP]	[AT]	[DF]	[SA]	[SD]	[SP]	[Level]	[Type]	[Hidden Power]	[Nature]	[Items]	[Moves]	[Finisher]	[Ability]	[Rare Quality]	[Enlightenment]	[Strength]	[Weakness]	[Connections]
Snivy Servine Serperior	Female	Nirvana	Moksha	11647112	17/12/1995	WOD, France, Sarthe, Le Mans	Student at Académie de Nantes	Hetero	Sub	Switch	363	77	128	Adamantium #10bd4d	Hellena Taylor/Aya Hisakawa	Very finicky	ISFJ	Scarves. Giratinas, Dubstep	Human Weapons, Bullying, Pretzels	Black backside, stripes glow green, magenta eyes, pale green belly.	75	75	95	113	95	75	81	Grass Dragon	Fire	Careful	Griseous Pendant: A vine necklace with a Griesous Orb shard as trinket, slightly boosts Dragon and Ghost type moves. ~ Soccermom Scarf: It's a scarf.	Tera Drain: (80/SA/Grass) 80% health drain ~ Leaf Storm: (130/SA/Grass) -2 SA ~ Substitute: (Normal) Takes 1/4 HP to place a Substitute ~ Hidden Power: (70/SA/???)	Tsar Bomba (999/SA/Normal) User faints	Contrary: Stat changes have an opposite effect.	Link Boost: The power of linked moves is boosted.	Fallout: Any foe hit by Nirvana is poisoned, and cannot heal from poison.	Fallout and Devil's Advocate turns Nirvana into an untankable, radioactive menace.	Slow and frail, weak against other sweepers.	Roommates: Matilde Quemar, Cefca Pagliaccio, Flaros Overfield
Snivy Servine Serperior	Female	Tsutami	Tengoku	19246558	10/07/2005	WOL, Mist Continent	Tengoku Vice-Leader	Bi	Sub	Bottom	321	64	107	Libertinus Sans #67eb3a	Kayli Mills/Aki Toyosaki	Impetuous and silly	ENFJ	Dairou, Post Town, Tengoku	Teams that don't help other Teams	Red eyes, more vibrant colors, shell behind her neck.	75	75	100	75	95	110	69	Grass	Poison	Quirky	Hope Cape: Enhanced Reunion Cape that allows teleportation ~ Miracle Seed: Boosts Grass moves	Hurricane Blade: (25/AT/Grass) Hits 3 to 5 times ~ Safeguard: (Normal) Prevents conditions for 5 turns ~ Leaf Tornado (70/SA/Grass) 50% -1 AC to foe  ~ Grass Pledge (80/SA/Grass) Special effect when used with other pledges	Taiyouken (400/AT/Grass) 1 turn charge, +1 Priority	Overgrow: Boosts Grass moves in a pinch	Friendly: Foes have a chance of temporarily fighting for the team. Doesn't boost recruit chance.	Paradigm Shift: Can swap moves with teammates	Training with the Hurricane Blade gives her an edge in the offensive.	Not very effective without Dairou.	Husband: Dairou Tengoku ~ Son: Tsutarou Tengoku
Snivy Servine Serperior	Male	Tsutarou	Tengoku	84561931	11/09/2020	WOL, Mist Continent	Evolution Researcher	Bi	Dom	Switch	372	79	88	Libertinus Math #058005	Edward Bosco/Tatsuhisa Suzuki	Quick to flee	ESFJ	Studying, Traveling, Writing	Evolving Too Fast, His Voice, Violence		75	75	90	75	90	130	41	Grass	Ice	Mild	Pass Orb (85): Mysterious orbs that contain Pass Power.	Leaf Storm (130/SA/Grass) -2 SA ~ Glare (Normal) Causes Paralysis ~ Grassy Terrain (Grass) 1.5x Grass damage, 7% HP heal each turn ~ Energy Ball (90/SA/Grass) 10% chance -1 SD to foe	None	Contrary: Stat changes have an opposite effect.	Lonely Courage: When a Pokémon has no nearby teammates, it gets very strong.	None			
Solgaleo	Male	Lailona	Houkuu	70104609	02/12/2009	WOL, Mystery Continent	Ultra Wormhole Guard	Hetero	Dom	Top	365	210	82	Rockwell #e8940f	Richard Epcar/Hidenari Ugaki	Takes plenty of siestas	ISTJ	Behemoth, Days, Cavum	Peahina, Space, Ultra Beasts		137	137	107	117	87	97	95	Psychic Steel Fire	Water	Lonely	N-Lunarizer: A machine to separate a Necrozma from a Lunala.	Sunsteel Strike (100/SA/Steel) Ignores abilities ~ Psyshock (80/SA/Psychic) Uses foe's DF instead of SD ~ Calm Mind (Psychic) +1 SA and SD ~ Solar Beam (120/SA/Grass) 1 turn charge, no charge and no missing in Sunlight	Solar Eclipse (Psychic) Requires Lunar Eclipse in same turn, Heals 50% HP per turn		Tight Formation: The more team members, the lower the damage from wide-ranging moves.	Radiant Sun: Form Change Enlightenment			
Squirtle Wartortle Blastoise	Male			16590598	21/06/2000																								Dark	Jolly					Squad Up: The bigger the team, the easier it becomes to recruit Pokemon.	Megaevolution: Form Change Enlightenment			
Starly Staravia Staraptor	Female			46517701	13/08/1980																								Ice	Mild					XP Boost: Grants additional XP to the team when a foe is defeated.	None			
Taillow Swellow	Male			52274829	10/06/2002																								Fairy	Quiet					Steamroll: Ignores types and abilities lowering a move's damage.	None			
Tepig Pignite Emboar	Male	Susanoo	Tengoku	19152291	19/09/2003	WOL, Mist Continent	Tengoku Vice-Leader	Bi	Dom	Switch	153	155	81	Libertinus Mono #b8470f	Reuben Langdon/Yuji Kishi	Proud of its power	INFJ	Dairou, Tsutami, Susanoo	Dairou, Tsutami, Susanoo		110	120	70	100	70	60	67	Fire	Bug	Bashful	Hope Cape: Enhanced Reunion Cape that allows teleportation ~ Charcoal: Boosts Fire moves	Wildfire Blade (25/AT/Fire) Hits 3 to 5 times ~ Flare Blitz (120/AT/Fire) 33% recoil, 10% Burn Chance ~ Sucker Punch (70/AT/Dark) Fails if foe isn't attacking, +1 Priority ~ Fire Pledge (80/SA/Fire) Special effect when used with other pledges	Nobiken (400/AT/Fire) 1 turn charge, +1 Priority	Blaze: Boosts Fire moves in a pinch	Steamroll: Ignores types and abilities lowering a move's damage.	Paradigm Shift: Can swap moves with teammates			
Terrakion	Male			81530416	21/07/1988																								Electric	Quiet		Sacred Sword			Forge a Path: Consumes Belly to break down walls.	None			
Timburr	Male			63189135	30/07/1987																								Electric	Brave					Rapid Bull's Eyes: Moves that hit multiple times will never miss. 	None			
Togepi Togetic Togekiss	Male			66537143	13/11/1985																								Normal	Serious					Army Of Two: If there's only one teammate, that teammate gets a big stat boost.	None			
Torchic Combusken Blaziken	Female			81863175	20/10/1994																								Flying	Naive		Blaze Kick			Strike Back: If anyone in the team is attacked from behind, the foe's AT and SA is lowered.	Megaevolution: Form Change Enlightenment			
Totodile Croconaw Feraligatr	Male			79066780	04/11/2001																								Water	Mild					Recoil Boost: Moves that recoil do 2X damage.	None			
Trapinch Vibrava Flygon	Male	Doreikun	Furai	88855548	24/01/2005	WOL, Fire Continent	Unclassified Package Delivery	Homo	Sub	Bottom	162	60	18	Base Nine #79ee07	Paul Dobson/Hiroyuki Yoshino	Highly curious	ISFP	Sex, His Job, Flying	Bullying, Sand, Mocha		85	95	85	95	85	95	46	Ground Dragon Bug	Steel	Sassy	Choice Specs: Boosts SA, but only allows one move.	U-Turn (70/AT/Bug) Switches with teammate ~ Fissure (Ground) 30% OHKO Chance ~ Dragon Rush (100/AT/Dragon) 20% Flinch Chance ~ Boomburst (140/SA/Normal) Fails if there's only 1 foe	None	Levitate: Immune to Ground Type	Notorious Restoration: Items restore more HP and Belly.	None			
Treecko Grovyle Sceptile	Male			38904369	08/11/1999																								Fairy	Serious		Leaf Blade			Squeeze Out: The whole team can squeeze extra PP once per battle.	Megaevolution: Form Change Enlightenment			
Tropius	Male			13527299	23/05/1996																								Bug	Gentle					Enlightened: Teammates can use Enlightenments immediately.	None			
Tynamo Eelektrik Eelektross	Male			60798422	29/09/1974																								Fighting	Docile					Synced Breathing: Teammates Crit more often the bigger the team is.	None			
TypeNull Silvally	Female			13292077	22/10/2006																								Dark	Jolly					Notorious Healing: The rate at which HP restores naturally is sped up. 	None			
TypeNull Silvally	Male	Midas	Theos	48337903	02/08/2007	WOL, Mystery Continent	Astronomer	Bi	Switch	Switch	251	100	102	Elephant #969696	Keith Silverstein/Toru Okawa	Highly curious	ISTJ	Space, Seikon, Sheng	Being Doubted, Failing Research, Losing Documents		95	95	95	95	95	95	86	Normal	Ghost	Rash	Disc Bag: Holds all RKS Memories.	Multi-Attack (90/AT/Normal) Type varies from held Memory ~ Double Edge (120/AT/Normal) 33% Recoil ~ Hyper Beam (150/SA/Normal) 1 turn recharge ~ Work Up (Normal) +1 AT and SA	None	RKS System: Type changes based on held Memory	Lonely Courage: When a Pokémon has no nearby teammates, it gets very strong.	All-Defying: -50% Damage from Legendaries			
Turtwig Grotle Torterra	Male			29459080	03/05/1990																								Ground	Brave					Squeeze Out: The whole team can squeeze extra PP once per battle.	None			
Venipede Whirlipede Scolipede	Male			60174185	31/12/1970																								Fighting	Adamant					Food Finder: Tiny Apples spawn much more often.	None			
Victini	Male			52796440	12/05/1996																								Fire	Bashful		Searing Shot ~ V-Create			Leave Half: A Big Apple, Perfect Apple, Max Elixir, or Reviver Seed leave behind an Apple, Max Ether, or Tiny Reviver Seed when used. 	Helium Gene: 2X AT			
Victini	Female			49491614	27/08/1981																								Dragon	Rash					Machine Learning: Teammates have max IQ.	Hydrogen Gene: 2X HP			
Virizion	Female			12253320	04/05/1973																								Dark	Lonely		Sacred Sword			Food Finder: Tiny Apples spawn much more often.	None			
Vulpix Ninetales (Alola)	Female	Betelgeuse	Chronos	86184529	11/09/1990	WOL, Grass Continent	Chronos Officer	Hetero	Sub	Bottom	104	19	35	Challenge #69b7e0	Erica Lindbeck/Sakura Momoka	Likes to run	ESFP	Seikon, Nezumi, Reading	Curses, Puns, Codd		73	66	73	83	103	127	72	Ice Fairy	Fire	Careful	United Scarf: Enhanced Coalition Scarf that boosts team attacks.	Hail (Ice) Causes Hail for 5 turns ~ Aurora Veil (Ice) Makes team immune to Hail, and halves all damage. Requires Hail ~ Freeze-Dry (70/SA/Ice) 10% Freeze Chance, OHKO Water types ~ Hypnosis (Psychic) 50% Sleep Chance	Damnation (Ghost) If user faints, attacker faints	Snow Cloak: +1 EV in Hail	Evasive Rhythm: The team can dodge multi hit attacks much easier.	None			
Vulpix Ninetales	Male	Seikon	Tsukitsune	15323773	??/??/????	WOL, Mystery Continent	Shrine Guardian	Hetero	Dom	Top	143	22	42	Ingrid #e0c369	Mike Debonis/Go Shinomiya	Somewhat vain	ENTP	Midas, Eeveelutions, Vulpix	Death, Gunpowder, Legendaries	Red kitsune patterns on his face, tails, and hair.	91	81	81	81	120	107	57	Fire Ghost	Ice	Gentle	Carubyncle: Red gem slotted in her scythe, grants eternal youth. ~ Eevee Beads: Praying beads with each of the evolutionary stones attached: Fire, Water, Thunder, Leaf, Ice, Moon, Sun, Shiny, Dusk, and Dawn. Can evolve and devolve any Eevee or Eeveelution.	Overheat: (130/SA/Fire) -2 SA ~ Will O' Wisp (Fire) Causes Burn ~ Shadow Claw (70/AT/Ghost) +1 Crit chance ~ Hidden Power: (70/SA/???)	Miracle (Fairy) Fully revives a fainted ally.	Flash Rainbow: If hit by (Type), boosts (Type) moves.	Taiyou: Team is immune to Curse, Grudge, and Perish Song.	None	Can take quite a beating, and get back up in an instant. Seems to defy calamity.	Not a great fighter, physically and mentally.	
Wimpod Golisopod	Male			62273362	30/04/2005																								Bug	Gentle		First Impression			Funnel Fun: Corridors restore HP faster.	None			
Wooper Quagsire	Male			97441247	24/10/1991																								Ghost	Relaxed					Wary Walk: The whole Team is immune to traps.	None			
Xerneas	Female	Xenocrates	Edda	79819002	31/12/1951	WOL, Mystery Continent	Death Cocoon Guard	Hetero	Switch	Switch	332	196	153	Xaligraphy #2229bf	Jeannie Tirado/Misono Mei	Proud of its power	ENTP	Yggdrasil, Sex, Her Antlers	Yggdrasil's Wings, Fighting, Zephyr		126	131	96	131	99	96	94	Fairy Grass	Psychic	Quirky	Life Herb: Skips charge and recharge turns once	Geomancy (Fairy) 1 turn charge, +2 SA, SD, and SP ~ Moonblast (95/SA/Fairy) 30% Chance -1 SA to foe ~ Aromatherapy (Grass) Cures team's status conditions ~ Grass Knot (Grass) Deals damage based on foe's weight	Vita (Fairy) 2X Max HP to all teammates	Fairy Aura: Boosts Fairy moves	Riled Up: Boosts AT and SA once when hit by an enemy.	None			
Yveltal	Male	Yggdrasil	Edda	73279005	28/06/1964	WOL, Mystery Continent	Life Tree Guard	Hetero	Switch	Switch	594	190	188	Ysgarth #f01610	Christopher Bevins/Daisuke Egawa	Quick tempered	INFJ	Xenocrates, Fighting, His Wings	Xenocrates's Antlers, Sex, Zephyr		126	131	99	131	96	96	94	Dark Flying	Ice	Mild	Death Orb: Drains opponent's HP, lowers power of holder's moves.	Oblivion Wing (80/SA/Flying) 75% HP drain ~ Dark Pulse (80/SA/Dark) 20% Flinch chance ~ Toxic (Poison) Badly Poisons foe ~ Heat Wave (95/SA/Fire) 10% Burn Chance	Morte (Dark) 0.5X Max HP to all foes	Dark Aura: Boosts Dark moves	Stimulation: All stats are boosted when Belly is above half capacity, but it drains faster.	None			
Zangoose	Male			58458566	01/10/1995																								Poison	Quiet		Crush Claw			Brawl: Teammates get a bit stronger when there are many foes.	None			
Zekrom	Male	Kuro	Ryuuniki	33482560	25/11/1955	WOL, Mystery Continent	Mystery Continent Guard	Hetero	Dom	Top	319	358	120	Benguiat Serif #363740	Jess Merlin/Shigeru Chiba	Likes to fight	ESFJ	Humans, Shiro, Puzzles	Organizations, Lies, Warmongers		100	150	120	120	100	90	98	Dragon Electric	Dragon	Bashful	Focus Sash: Resists OHKO's with 1HP left.	Fusion Bolt (100/AT/Electric) 2x power if used wih Fusion Flare ~ Bolt Strike (130/AT/Electric) 20% Paralysis Chance, might miss ~ Outrage (120/AT/Dragon) Lasts 2-3 turns, Confuses user ~ Roost (Flying) Heals 50% HP	Shocking Roar (200/AT/Electric) 1 turn charge, lasts 5 turns	Teravolt: All Moves and their effects ignore foe's ability.	Yin: Doubles nearby Reshiram's speed	Overdrive: Form Change Enlightenment			
Zeraora	Male	Codd	Branford	36010777	22/09/1990	WOD, USA, Washington, Seattle	President of Nuricom Alliance	Hetero	Dom	Switch	184	84	44	Maximise #0ebcf6	Matthew Mercer/Yuichi Nakamura	Likes to trash about	ESTP	Pokemon, Science, The Universe	Violence, Conspiracies, Control	Black fur is white, yellow fur is black, no lightning stripes.	128	256	128	4	128	256	100	Electric Fighting Steel	Dragon	Adamant	Nurichaku Chaincoil: Human-engineered Nunchucks with Tesla coils on each end. x2 AT in exchange of 1 HP per successful move. ~ Nurigou Magnetar: A compressed Neutron Star Piece. Immune to Trick Room, and Ground/Rock type moves. ~ Nurimitsu Goudachi: Replaces a move with any Slash move.	Plasma Fists: (100/AT/???) Normal Type moves become ??? Type. ~ Fumetsu (Parry/???) +1 AT if hit ~ One Inch Punch (999/AT/???) 1 turn charge, cannot Crit ~ Stun Gun Kiai (300/AT/???) Causes paralysis, 1 turn recharge	The Tempest (1/SA/Electric) 1 turn charge, stops time for 10 turns. Paralyses user at the end.	Jeet Kune Do: Can switch move type between Electric, FIghting, and Steel. "Be water, my friend."	Overclocking: Team boosts SP if hit. If Codd is hit by teammates, they transfer any Speed boost to him.	Way Of The Dragon: Only activates when a Human, or Former Human, defeats Codd. Revives with Full HP, all hits cause Paralysis, AC and EV are maxed out, adds Dragon Type and Dragon Jeet Kune Do.	The Power of Pokemon with the Knowledge of Humanity, Codd achieved spiritual and physical Enlightenment, uses his entire body and electric reserves in every single strike, and never seems to feel the slightest hint of exhaustion.	Biggest pushover in the entire galaxy.	Wife: Sheng Zhandou
Zigzagoon Linoone	Male			44511828	24/09/1982																								Bug	Bold					Mind Over Matter: Wonder tiles restore a bit of HP and heal status conditions.	None			
Zorua Zoroark	Male	Ryan	Cross	15049826	14/07/2008	WOD, USA, California, Sacramento	Vehicle and Transport Management	Bi	Sub	Top	170	75	41	Univers #760404	David Schaufele/Daisuke Namikawa	Often lost in thought	INTP	Vehicles, Music, Being Alone	Himself, Extroverts, Bullying		60	100	60	120	60	100	33	Dark	Normal	Hasty	Sona Powerplant: Immune to damage during Illusion.	Night Daze (90/SA/Dark) 50% chance -1 AC to foe ~ Shift (50/AT/Dark) Switches out foe ~ Pursuit (50/AT/Dark) 2x Damage if foe is switching ~ Payback (50/AT/Dark) 2x Damage if user took damage	None	Illusion: Disguises as weakest teammate	Recoil Boost: Moves that recoil do 2X damage.	Carbon Gene: 2X SA			
Zorua Zoroark	Female			20508247	06/03/2005																								Water	Lax		Night Daze			Shared Happiness: If a teammate's status condition is healed, it also heals the whole team's status conditions.	None			
Zygarde	Unknown	Zephyr	Edda	93030940	18/03/1940	WOL, Mystery Continent	Unknown	Unknown	Unknown	Unknown	587	814	Unknown	Zepplin #056b36	Marc Swint/Takashi Matsuyama	Likes to relax	ISFJ	Unknown	Unknown		???	100	121	91	95	95	96	Dragon Ground	Flying	Adamant	Carbon Cells (6): Triggers 100% Form immediately, single use.	Land's Wrath (90/AT/Ground) ~ Thousand Arrows (90/AT/Ground) Removes Levitate ~ Thousand Waves (90/AT/Ground) Prevents Switching ~ Core Enforcer (100/SA/Dragon) Removes foe's ability	Cell Fusion (Dragon) Heals 100% HP and all status conditions	Aura Break: Disables all auras	Squad Up: The bigger the team, the easier it becomes to recruit Pokemon.	None			
